case,accepted_step,physical_time,energy_increment,relative_increment
A2 coarse,9,0.0005728440073352571,-1.3817694836707233,-0.00026389728587431714
A2 coarse,10,0.000636493341483619,-1.4164416128669473,-0.0002705191434985427
A2 coarse,11,0.0007001426756319809,-1.4473612361689447,-0.00027642432867311834
A2 coarse,12,0.0007637920097803427,-1.469880182487941,-0.0002807251103046142
A2 coarse,13,0.0008274413439287046,-1.4864407726436184,-0.0002838879351073087
A2 coarse,14,0.0008910906780770665,-1.4568730136570593,-0.0002782409357791644
A2 coarse,15,0.0009547400122254284,-1.4691264304228753,-0.00028058115494408286
A2 coarse,16,0.0010183893463737903,-1.4181493847363527,-0.0002708453023597381
A2 coarse,17,0.001082038680522152,-1.4066729460664646,-0.00026865347437954497
A2 coarse,18,0.0011456880146705141,-1.3366433448190946,-0.0002552788689055934
A2 coarse,19,0.001209337348818876,-1.3108342633067878,-0.0002503497207064935
A2 coarse,20,0.001272986682967238,-1.2931217987706987,-0.0002469669051410479
A2 coarse,21,0.0013366360171155997,-1.2548562358624622,-0.0002396587554726167
A2 coarse,22,0.0014002853512639617,-1.25315319613037,-0.00023933350037880658
A2 coarse,23,0.0014639346854123235,-1.277095783835648,-0.00024390617620274045
A2 coarse,24,0.0015275840195606853,-1.2346563249302562,-0.00023580087488333715
A2 coarse,25,0.0015912333537090474,-1.2456328466059858,-0.00023789722620155452
A2 coarse,26,0.0016548826878574092,-1.2842359832839065,-0.00024526984740641403
A2 coarse,27,0.0017185320220057712,-1.2615856909651484,-0.000240943980655253
A2 coarse,28,0.001782181356154133,-1.3143043992577077,-0.0002510124647241352
A2 coarse,29,0.001845830690302495,-1.3204925011341402,-0.00025219429954477843
A2 coarse,30,0.0019094800244508568,-1.2874273672196068,-0.0002458793539621507
A2 coarse,31,0.0019731293585992186,-1.3035518922097253,-0.0002489588968462509
A2 coarse,32,0.0020367786927475806,-1.3793492445993252,-0.00026343505644339045
A2 coarse,33,0.0021004280268959426,-1.3492044241638723,-0.00025767784701729175
A2 coarse,34,0.002164077361044304,-1.3468013928732034,-0.0002572189040148787
A2 coarse,35,0.002227726695192666,-1.3607007467599033,-0.0002598734725297098
A2 coarse,36,0.0022913760293410282,-1.3823144781708834,-0.00026400137166511533
A2 coarse,37,0.0023550253634893902,-1.3708217520943435,-0.0002618064330340791
A2 coarse,38,0.002418674697637752,-1.3538590013422436,-0.00025856680157793354
A2 coarse,39,0.002482324031786114,-1.3784136483927796,-0.0002632563715740982
A2 coarse,40,0.002545973365934476,-1.3801131099517079,-0.0002635809432904004
A2 coarse,41,0.0026096227000828374,-1.4159644962546736,-0.0002704280213681783
A2 coarse,42,0.0026732720342311994,-1.4094658317944777,-0.000269186873743252
A2 coarse,43,0.0027369213683795615,-1.3747577512431235,-0.0002625581499483992
A2 coarse,44,0.0028005707025279235,-1.3926093573636535,-0.00026596753947348144
A2 coarse,45,0.002864220036676285,-1.38108880965774,-0.00026376728732773304
A2 coarse,46,0.002927869370824647,-1.3413606007661656,-0.00025617979417273673
A2 coarse,47,0.002991518704973009,-1.3156024543359308,-0.00025126037381179896
A2 coarse,48,0.0030551680391213707,-1.3939147698338274,-0.00026621685371286543
A2 coarse,49,0.0031188173732697327,-1.3976666558883153,-0.00026693340778240443
A2 coarse,50,0.0031824667074180947,-1.37085373496393,-0.0002618125412833769
A2 coarse,51,0.0032461160415664567,-1.4147895619453266,-0.0002702036265042147
A2 coarse,52,0.0033097653757148183,-1.3780622187405243,-0.0002631892537715256
A2 coarse,53,0.0033734147098631803,-1.397183428101016,-0.0002668411185090963
A2 coarse,54,0.0034370640440115423,-1.37044535493078,-0.00026173454681061774
A2 coarse,55,0.0035007133781599043,-1.44475618553588,-0.00027592680300059827
A2 coarse,56,0.003564362712308266,-1.412049525155453,-0.00026968032049652776
A2 coarse,57,0.003628012046456628,-1.4197595956875375,-0.0002711528285460698
A2 coarse,58,0.00369166138060499,-1.3525801108689848,-0.000258322552642918
A2 coarse,59,0.0037553107147533515,-1.2727587769586535,-0.00024307787281553823
A2 coarse,60,0.0038189600489017136,-1.3594958808926094,-0.00025964336118626286
A2 coarse,61,0.0038826093830500756,-1.4030801042172243,-0.0002679672953722684
A2 coarse,62,0.003946258717198437,-1.4086266750982759,-0.00026902660737670677
A2 coarse,63,0.0040099080513468,-1.3109323802655126,-0.0002503684595767694
A2 coarse,64,0.004073557385495161,-1.4307065385992246,-0.00027324353076315803
A2 half dt,1,3.182466707418095e-05,-0.47039203997974255,-8.983783772512293e-05
A2 half dt,2,6.36493341483619e-05,-0.6097634987318088,-0.00011645569991390699
A2 half dt,3,9.547400122254283e-05,-0.6441951648594113,-0.00012303163269183066
A2 half dt,4,0.0001272986682967238,-0.6200539197352555,-0.00011842101627485275
A2 half dt,5,0.00015912333537090474,-0.6461820084250576,-0.00012341109006922042
A2 half dt,6,0.00019094800244508567,-0.6714949567776785,-0.00012824548426208367
A2 half dt,7,0.00022277266951926662,-0.6756267698301599,-0.00012903459870061747
A2 half dt,8,0.0002545973365934476,-0.6982671551904787,-0.00013335857337102677
A2 half dt,9,0.00028642200366762853,-0.7078753864961982,-0.0001351936017122926
A2 half dt,10,0.0003182466707418095,-0.7305183146663694,-0.00013951806202131708
A2 half dt,11,0.00035007133781599043,-0.7554845843424118,-0.00014428624577683842
A2 half dt,12,0.00038189600489017133,-0.7749135961857974,-0.00014799689618074562
A2 half dt,13,0.0004137206719643523,-0.7927894897920851,-0.00015141092425201654
A2 half dt,14,0.00044554533903853324,-0.7941249736286409,-0.00015166598167220204
A2 half dt,15,0.0004773700061127142,-0.8201791433211838,-0.00015664193804468293
A2 half dt,16,0.0005091946731868951,-0.8306514399973821,-0.00015864198993639046
A2 half dt,17,0.000541019340261076,-0.8594245845497426,-0.0001641372298032211
A2 half dt,18,0.0005728440073352571,-0.867148376316436,-0.00016561235840316239
A2 half dt,19,0.000604668674409438,-0.876057293861777,-0.00016731382828513426
A2 half dt,20,0.000636493341483619,-0.9027331832894561,-0.00017240852381969382
A2 half dt,21,0.0006683180085577999,-0.9256675516407995,-0.00017678864484037458
A2 half dt,22,0.0007001426756319809,-0.915338862319004,-0.00017481601980351248
A2 half dt,23,0.0007319673427061618,-0.935702189114636,-0.00017870511037632156
A2 half dt,24,0.0007637920097803427,-0.9374528886291955,-0.00017903946777510156
A2 half dt,25,0.0007956166768545237,-0.9439662816139389,-0.00018028342832772598
A2 half dt,26,0.0008274413439287046,-0.9511954375420828,-0.0001816640888873523
A2 half dt,27,0.0008592660110028856,-0.9657620420557578,-0.00018444609228299212
A2 half dt,28,0.0008910906780770665,-0.9549449866954092,-0.00018238019664375358
A2 half dt,29,0.0009229153451512475,-0.9565117558204292,-0.00018267942609162508
A2 half dt,30,0.0009547400122254284,-0.9212225698629481,-0.00017593971986352562
A2 half dt,31,0.0009865646792996093,-0.9201667865409036,-0.00017573808105441054
A2 half dt,32,0.0010183893463737903,-0.933880952266918,-0.00017835728140287347
A2 half dt,33,0.0010502140134479713,-0.8877698983969822,-0.00016955076041012858
A2 half dt,34,0.001082038680522152,-0.8884795028861845,-0.00016968628424457254
A2 half dt,35,0.001113863347596333,-0.8784824821314032,-0.0001677770029388315
A2 half dt,36,0.0011456880146705141,-0.8955717096805529,-0.0001710407895698177
A2 half dt,37,0.0011775126817446951,-0.9067990371304404,-0.00017318504103626097
A2 half dt,38,0.001209337348818876,-0.8833189084743935,-0.00016870068796757853
A2 half dt,39,0.001241162015893057,-0.8904562404086391,-0.00017006381151900323
A2 half dt,40,0.001272986682967238,-0.866838610951163,-0.00016555319785567637
A2 half dt,41,0.0013048113500414187,-0.9007841062648367,-0.00017203627928626366
A2 half dt,42,0.0013366360171155997,-0.8890868654607402,-0.0001698022814039114
A2 half dt,43,0.0013684606841897807,-0.9083267778969457,-0.00017347681665192248
A2 half dt,44,0.0014002853512639617,-0.9276357536182331,-0.00017716454195348594
A2 half dt,45,0.0014321100183381425,-0.8899630931373395,-0.0001699696277727487
A2 half dt,46,0.0014639346854123235,-0.9091097838172573,-0.0001736263590608667
A2 half dt,47,0.0014957593524865045,-0.9155019365844055,-0.00017484716454693316
A2 half dt,48,0.0015275840195606853,-0.9090642986757302,-0.00017361767207976135
A2 half dt,49,0.0015594086866348663,-0.9230646962496394,-0.0001762915384261949
A2 half dt,50,0.0015912333537090474,-0.9620629554310653,-0.00018373962211412062
A2 half dt,51,0.0016230580207832284,-0.9508375151890505,-0.00018159573107612894
A2 half dt,52,0.0016548826878574092,-0.9699866495730021,-0.0001852529290751344
A2 half dt,53,0.0016867073549315902,-0.9566543344299134,-0.00018270665647159167
A2 half dt,54,0.0017185320220057712,-0.9444525117187368,-0.00018037629099873075
A2 half dt,55,0.0017503566890799522,-0.9657495621859198,-0.0001844437088146805
A2 half dt,56,0.001782181356154133,-0.9972648275524989,-0.00019046265270664952
A2 half dt,57,0.001814006023228314,-0.9749129204201381,-0.0001861937730591739
A2 half dt,58,0.001845830690302495,-0.9799295427374091,-0.00018715187282142037
A2 half dt,59,0.0018776553573766758,-0.9643735157733317,-0.00018418090454970685
A2 half dt,60,0.0019094800244508568,-0.9585500460661933,-0.000183068709014745
A2 half dt,61,0.0019413046915250378,-0.9638932220723291,-0.0001840891756429572
A2 half dt,62,0.0019731293585992186,-0.9594501470337491,-0.00018324061482476463
A2 half dt,63,0.0020049540256734,-1.0455120299648115,-0.00019967714609219907
A2 half dt,64,0.0020367786927475806,-1.0390880923578152,-0.00019845027017755028
A2 half dt,65,0.0020686033598217614,-1.0230635641355548,-0.00019538982517912923
A2 half dt,66,0.0021004280268959426,-0.9967013241739551,-0.00019035503199716353
A2 half dt,67,0.0021322526939701234,-1.0053840327655053,-0.00019201329935537777
A2 half dt,68,0.002164077361044304,-1.0252711271114094,-0.00019581143665963252
A2 half dt,69,0.0021959020281184854,-1.0060602244229813,-0.0001921424418391622
A2 half dt,70,0.002227726695192666,-0.9877990690156366,-0.000188654834531375
A2 half dt,71,0.0022595513622668474,-1.0255934235019595,-0.00019587299044535319
A2 half dt,72,0.0022913760293410282,-0.9967479045708387,-0.0001903639281556457
A2 half dt,73,0.002323200696415209,-0.9763719345937716,-0.00018647242292445476
A2 half dt,74,0.0023550253634893902,-0.9975350744471143,-0.00019051426581784335
A2 half dt,75,0.002386850030563571,-1.059613145408548,-0.00020237024804399268
A2 half dt,76,0.002418674697637752,-1.0320682649753508,-0.00019710958823643713
A2 half dt,77,0.002450499364711933,-0.9688959853865526,-0.00018504462854309508
A2 half dt,78,0.002482324031786114,-0.9727099978172191,-0.00018577304782043357
A2 half dt,79,0.0025141486988602946,-1.015722255646324,-0.000193987745159293
A2 half dt,80,0.002545973365934476,-0.9814959790774083,-0.0001874510387123348
A2 half dt,81,0.0025777980330086566,-1.0405233574128943,-0.00019872438431671872
A2 half dt,82,0.0026096227000828374,-1.009868958856714,-0.00019286985309809954
A2 half dt,83,0.0026414473671570187,-1.0701579918713833,-0.00020438415585885563
A2 half dt,84,0.0026732720342311994,-0.9915766220128717,-0.0001893762906027368
A2 half dt,85,0.0027050967013053807,-1.0011339622433297,-0.0001912015995104825
A2 half dt,86,0.0027369213683795615,-0.9942387311821221,-0.00018988471360148481
A2 half dt,87,0.0027687460354537423,-0.977027680331048,-0.00018659766054356268
A2 half dt,88,0.0028005707025279235,-0.9850202823236032,-0.00018812412787247323
A2 half dt,89,0.0028323953696021043,-0.9867183401829607,-0.00018844843150317116
A2 half dt,90,0.002864220036676285,-1.09668145962587,-0.00020944974113563396
A2 half dt,91,0.0028960447037504663,-0.9557303735600726,-0.00018253019377742556
A2 half dt,92,0.002927869370824647,-0.9985796771388777,-0.00019071376929395215
A2 half dt,93,0.002959694037898828,-1.0397995918519882,-0.00019858615592957486
A2 half dt,94,0.002991518704973009,-0.9755182007102121,-0.00018630937253334917
A2 half dt,95,0.00302334337204719,-0.9819947251535268,-0.00018754629174649393
A2 half dt,96,0.0030551680391213707,-1.0311861397130997,-0.00019694111551702898
A2 half dt,97,0.003086992706195552,-1.0524332699687875,-0.00020099899931990377
A2 half dt,98,0.0031188173732697327,-0.9715531239344273,-0.000185552102227572
A2 half dt,99,0.003150642040343914,-1.00426895536566,-0.00019180033626505302
A2 half dt,100,0.0031824667074180947,-0.9540820155680194,-0.00018221538207736072
A2 half dt,101,0.0032142913744922755,-0.9695012257616327,-0.00018516022039410403
A2 half dt,102,0.0032461160415664567,-1.1446936751863177,-0.00021861935555030152
A2 half dt,103,0.0032779407086406375,-0.9773776028523571,-0.00018666449050668682
A2 half dt,104,0.0033097653757148183,-1.0480412512351904,-0.0002001601894916346
A2 half dt,105,0.0033415900427889995,-1.0109377913304343,-0.00019307398409983495
A2 half dt,106,0.0033734147098631803,-0.9719140369788875,-0.00018562103121608654
A2 half dt,107,0.003405239376937361,-1.0879932998068398,-0.00020779043267457755
A2 half dt,108,0.0034370640440115423,-1.0496628435839739,-0.00020046988935452467
A2 half dt,109,0.003468888711085723,-1.0854099629223128,-0.00020729705400296684
A2 half dt,110,0.0035007133781599043,-1.028900167932079,-0.00019650452912854248
A2 half dt,111,0.003532538045234085,-1.0542931813724863,-0.00020135421455457438
A2 half dt,112,0.003564362712308266,-1.0010973654580084,-0.00019119461007235106
A2 half dt,113,0.003596187379382447,-1.1383409414620473,-0.00021740607851130974
A2 half dt,114,0.003628012046456628,-1.058221633852554,-0.0002021044901681464
A2 half dt,115,0.0036598367135308087,-0.9415740578497207,-0.00017982654940107307
A2 half dt,116,0.00369166138060499,-0.9439138757688852,-0.00018027341959585207
A2 half dt,117,0.0037234860476791708,-0.9963077044931197,-0.00019027985653072955
A2 half dt,118,0.0037553107147533515,-1.1691052239566488,-0.00022328159591717163
A2 half dt,119,0.0037871353818275328,-1.0669579533050637,-0.0002037729963982331
A2 half dt,120,0.0038189600489017136,-0.9955114333752135,-0.00019012778066762877
A2 half dt,121,0.0038507847159758943,-0.9861513293881217,-0.00018834014092967988
A2 half dt,122,0.0038826093830500756,-0.8979984437282837,-0.00017150425944399214
A2 half dt,123,0.003914434050124257,-1.071078384890825,-0.0002045599371470073
A2 half dt,124,0.003946258717198437,-0.9472889176804529,-0.00018091800207556402
A2 half dt,125,0.003978083384272618,-0.8727617015283613,-0.00016668441948546514
A2 half dt,126,0.0040099080513468,-0.9566539692623337,-0.00018270658673005062
A2 half dt,127,0.00404173271842098,-1.014462801141235,-0.00019374720820323566
A2 half dt,128,0.004073557385495161,-0.905248202418079,-0.00017288885482266432
